business_name,inspection_score,Year,NumberofLocations,Weekend
CAFFE DARTE,93,2017,5,False
ORSO - BAR,98,2006,13,False
MIDDLE WAY CAFE,100,2000,62,False
NUNAKA VALLEY SCHOOL,100,2005,37,False
I.H.O.P.,94,2005,208,False
YAK & YETI HIMALAYAN RESTAURANT,91,2005,74,False
TACO BELL #5649,89,2003,55,False
MOCHA MASTERS,95,2009,29,False
O'BRADY'S BURGERS #2,88,2009,58,False
RALF'S SPORTS BAR,98,2016,15,False
URSA MINOR SCHOOL,99,2017,38,False
CENTURY THEATRE,97,2004,31,False
BAYSHORE ELEMENTARY SCHOOL,100,2005,40,False
VILLAGE INN #3,87,2015,79,False
CAFE AMSTERDAM,100,2007,49,False
CARRS #1802 - RETAIL MEAT,100,2007,23,False
COVENANT HOUSE,90,2016,17,False
CLARK MIDDLE SCHOOL,100,2016,40,False
M.L.K. FOOD BANK,100,2001,12,False
WENDY'S #2,96,2017,59,False
MEKONG RESTAURANT,92,2017,86,False
FLO'S PANCAKE HOUSE,82,2015,29,False
SCOTTIE'S SUB,100,2015,10,False
UAA ALASKA AIRLINES BOREALIS BREW,100,2016,5,False
EAST ANCHORAGE HIGH SCHOOL,96,2004,53,False
SORRENTO'S,92,2017,52,False
SUSHI GARDEN,91,2015,47,False
ANCHORAGE CORRECTIONAL COMPLEX EAST,86,2007,67,False
ANCHORAGE RESCUE MISSION,83,2006,59,False
SILVERTIP GRILL,82,2017,62,False
MCDONALD'S,97,2017,646,False
GWENNIES RESTAURANT,85,2007,126,False
ANCHORAGE COMMUNITY YMCA - POOL,100,2005,53,False
SUBWAY OF ALASKA #10986,90,2007,50,False
YUKON CONCESSION,100,2007,24,False
CARRS #1813 - CHINESE KITCHEN,91,2009,49,False
HAMBURGER HAVEN,91,2008,129,False
CAMP FIRE - O'MALLEY,100,2016,27,False
WEST BERLIN RESTAURANT,82,2015,17,False
FRED MEYER - RETAIL FISH,100,2004,86,False
TEXAS ROADHOUSE OLD SEWARD - REST,82,2018,18,True
"ALASKA CLUB WEST, THE - SNACK BAR",94,2003,40,False
DAWG HOUSE CAFE,95,2001,66,False
TAKU SCHOOL,100,2015,38,False
LITTLE BEARS PLAYHOUSE,100,2007,32,False
"ALASKA QUALITY CARE, LLC",87,2017,16,False
PIONEER CLUB,93,2007,27,False
OCEANVIEW ELEMENTARY SCHOOL,100,2009,39,False
ALASKA PSYCHIATRIC INSTITUTE (NEW),100,2007,28,False
HOLIDAY STATION STORE #629,95,2002,23,False
BURRITO KING,90,2006,54,False
VILLA PIZZA,91,2015,68,False
LAHN PAD-THAI RESTAURANT,100,2015,102,False
CARRS #1813 - RETAIL MEAT,100,2002,28,False
CARRS #1805 - STARBUCKS,100,2015,23,False
YAK & YETI CAFE,81,2018,50,False
ASIA GARDEN,80,2006,119,False
FIORI D'ITALIA,96,2008,39,False
HOLIDAY STATIONSTORE #611,98,2005,29,False
LA CABANA BAR,100,2009,25,False
UAA - CREEKSIDE COMMONS,100,2015,63,False
H2OASIS INDOOR WATERPARK RESTAURANT,90,2016,95,False
CAMP FIRE - SAND LAKE,100,2004,29,False
VILLAGE INN #1,86,2015,66,False
COOK INLET NATIVE HEAD START,100,2017,21,False
SNOW CITY CAFE,95,2007,39,False
JAMICO'S PIZZARIA & MEXICAN RESTAURANT,92,2015,43,False
KINCAID ELEMENTARY,100,2002,38,False
UPPER 1,99,2008,23,False
CARRS #1813 - DELI,94,2008,68,False
THAI GARDEN,92,2008,62,False
SOUTHSIDE GRILL,85,2018,70,False
QDOBA RESTAURANT CORP,100,2016,40,False
THAI VILLAGE RESTAURANT,95,2004,85,False
CLARION SUITES - POOL,100,2016,16,False
POLARIS K-12 SCHOOL,92,2001,38,False
DENNY'S,87,2006,111,False
RONNIE,87,2009,95,False
KINLEY'S RESTAURANT & BAR INC,79,2005,71,False
UAA - CREEKSIDE COMMONS,92,2009,63,False
CENTRAL MIDDLE SCHOOL,100,2000,42,False
TWIN DRAGON,91,2006,127,False
AFC SUSHI #668 @ FRED MEYER,100,2015,26,False
EAGLE RIVER SNACK BAR,100,2000,56,False
CARRS #1812 - RETAIL FISH,93,2007,28,False
SUBWAY OF ALASKA #19605,96,2015,49,False
YAK & YETI HIMALAYAN RESTAURANT,96,2002,74,False
CARRS #1812 - STARBUCKS,100,2008,12,False
KAY'S FAMILY RESTAURANT,94,2016,7,False
SKI & BENNY PIZZA,95,2017,4,False
AFC SUSHI #11 @ FRED MEYER,100,2002,29,False
PEKING WOK,73,2009,271,False
NATURAL PANTRY INC - KITCHEN/BAKERY,100,2019,11,False
CARRS #1813 - SALAD BAR,98,2008,52,False
FRED MEYER  DELI #668,92,2015,52,False
CARRS #1805 - BAKERY,99,2007,29,False
BIRCHWOOD ELEMENTARY SCHOOL,100,2004,37,False
CHARLIE'S BAKERY,93,2017,3,False
CAMP FIRE - TRAILSIDE,100,2005,30,False
WICKED WAHINE LLC,99,2017,4,False
ARBY'S,92,2006,128,False
HOLIDAY STATION STORE #601,95,2018,42,False
HAMBURGER HAVEN,95,2003,129,False
LAKE OTIS ELEMENTARY SCHOOL,98,2001,38,False
SUBWAY OF ALASKA #23397,92,2009,52,False
KALADI BROS. COFFEE,87,2004,48,False
"ALASKA CLUB SOUTH, THE",100,2005,54,False
LONG BRANCH SALOON,92,2017,91,False
CAPTAIN COOK - WHALES TAIL BAR,93,2002,16,False
CARRS #1805 - RETAIL FISH,100,2017,30,False
ALASKA HOUSE OF COFFEE INC DBA JAMMIN JAVA,92,2018,9,False
SOUTH ANCHORAGE AREA HIGH SCHOOL,100,2017,35,False
BASKIN ROBBINS,95,2016,75,False
BAYSHORE ELEMENTARY SCHOOL,100,2017,40,False
CARL'S JR RESTAURANT,95,2007,254,False
SUBWAY OF ALASKA #7526,100,2000,63,False
"VAULT, THE",96,2016,9,False
DON JOSE'S MEXICAN RESTAURANT,87,2007,140,False
FRED MEYER - RETAIL STORE,100,2003,49,False
DENNY'S,82,2004,111,False
"MOTHER LODE, LLC, THE",82,2017,17,False
HOLIDAY INN EXPRESS - SPA,100,2016,40,False
PEKING WOK,89,2006,271,False
GLADYS WOOD SCHOOL,100,2007,38,False
KALADI BROTHERS COFFEE,82,2004,99,False
MIRROR LAKE MIDDLE SCHOOL,100,2004,47,False
CARRS #1813 - RETAIL FISH,99,2009,26,False
CAPTAIN COOK - MAIN KITCHEN,100,2003,40,False
NAPOLI'S PIZZA,86,2009,77,False
HILAND MOUNTAIN CORRECTIONAL CTR,100,2015,51,False
ASIA GARDEN,97,2004,119,False
AFC SUSHI #71 @ FRED MEYER #71,94,2003,28,False
SULLIVAN ARENA - NORTH MAIN,91,2004,30,False
MCDONALD'S,89,2008,646,False
CAMP FIRE - SCENIC PARK,96,2002,38,False
TAKU SCHOOL,100,2001,38,False
HOLIDAY STATIONSTORE #611 SNACKBAR,98,2018,31,False
O'BRADY'S BURGERS #2,100,2008,58,False
LA CABANA BAR,95,2007,25,False
DRAGON RESTAURANT,73,2004,191,False
EAGLE RIVER RESTAURANT & ALE HOUSE,87,2016,25,False
WENDLER MIDDLE SCHOOL,100,2007,43,False
CARRS #1807 - SERVICE MEAT,90,2002,27,False
PERSONALIZED ASSISTED LIVING II,100,2015,17,False
ASIA GARDEN,87,2016,119,False
AFC SUSHI @ FRED MEYER 00656,84,2015,51,False
TACO BELL #15248,99,2015,36,False
PAPA MURPHY'S,79,2015,110,False
CHUCK E CHEESE PIZZA,89,2003,91,False
WEST HIGH SCHOOL POOL/P & R,100,2006,32,False
CARRS #1805 - DELI,91,2004,86,False
COSTCO  MEAT,100,2015,31,False
CAMP FIRE - CHUGACH,96,2017,31,False
SONS OF NORWAY BAR,100,2006,16,False
WHALEY CENTER,100,2009,32,False
CARL'S JR RESTAURANT,93,2017,254,False
PAPA JOHN'S PIZZA,91,2004,83,False
ALASKA SUGAR RUSH,90,2016,18,False
CHINA LIGHTS ORIENTAL CUISINE LLC,87,2017,178,False
MULDOON ELEMENTARY SCHOOL,100,2002,40,False
O'BRADY'S BURGERS #2,99,2017,58,False
ESPRESSO EXPRESS,96,2016,31,False
ANCH HILTON HEALTH CLUB - POOL,100,2002,31,False
CARL'S JR RESTAURANT,82,2016,254,False
MIRROR LAKE MIDDLE SCHOOL,99,2019,47,False
POPEYES CHICKEN AND BISCUITS,92,2017,153,False
CARRS #1807 - DELI,95,2007,59,False
CENTER CAFE,87,2003,90,False
ORIENTAL SHOPPING CENTER - DELI,90,2017,19,False
"MOTHER LODE, LLC, THE",100,2015,17,False
L'AROMA BAKERY & DELI - RESTAURANT,87,2008,161,False
DENNY'S,95,2005,111,False
TOWNE PLACE SUITES  BY MARRIOTT -POOL,100,2016,15,False
CARRS #1817 - RETAIL FISH,99,2001,21,False
CHUGACH OPTIONAL ELEMENTARY SCHOOL,100,2005,38,False
L'AROMA BAKERY & DELI - RESTAURANT,90,2006,161,False
GRUENING MIDDLE SCHOOL,100,2001,40,False
PEPPERCINI'S DELI HOUSE,94,2009,25,False
WENDY'S #1,99,2004,63,False
EGAN CONVENTION CENTER,97,2001,17,False
BOBBY'S CAFE,95,2017,55,False
GALLO'S MEXICAN RESTAURANT,82,2006,274,False
BEAN'S CAFE INC,92,2006,49,False
FRED MEYER - DELI,93,2005,189,False
KK HOME TOWN RESTAURANT,91,2019,25,False
LIONS DEN LOUNGE,98,2001,33,False
"NEW CENTRAL MARKET PROCESSING, THE",95,2018,98,False
CARRS #520 -  DELI,87,2001,80,False
SOUTHSIDE GRILL,82,2015,70,False
CAMP FIRE - O'MALLEY,100,2004,27,False
CHEPO'S,76,2016,83,False
KOBE TEPPAYAKI HOUSE,89,2016,151,False
VIP DBA YOUNG BIN RESTAURANT,92,2015,115,False
CARRS #1813 - BAKERY,98,2006,32,False
PIONEER CLUB,96,2006,27,False
BRADLEY HOUSE - BAR,100,2007,21,False
PIPER'S RESTAURANT,88,2015,113,False
DON JOSE'S MEXICAN RESTAURANT,92,2007,140,False
FAIRFIELD INN & SUITES,90,2008,28,False
CARRS #1817 - RETAIL MEAT,95,2001,18,False
NEW SAGAYA MIDTOWN MARKET - DELI,90,2008,87,False
ANCHORAGE COMMUNITY YMCA-LAKE HOOD,98,2016,10,False
907 ALEHOUSE,90,2017,15,False
LITTLE ITALY,92,2004,66,False
MOTOR MOCHA #3,92,2017,58,False
"ALASKA CLUB SOUTH, THE - SPA",100,2015,55,False
CARRS #1812 - DELI,100,2007,46,False
TEXAS ROADHOUSE,86,2015,23,False
BIRCHWOOD ELEMENTARY SCHOOL,100,2019,37,False
DON JOSE'S MEXICAN RESTAURANT,81,2006,140,False
ANCH HILTON - HOOPER BAY,91,2005,76,False
CARRS #520 - BAKERY,95,2007,46,False
CAMP FIRE - POLARIS,100,2008,21,False
DENNY'S,94,2007,111,False
ALASKA REINDEER HOT DOG - S,90,2017,35,False
TESORO - HUFFMAN,99,2017,6,False
FIREWEED CHEVRON TNI,100,2015,22,False
KOBE TEPPAYAKI HOUSE,86,2000,151,False
CAMP FIRE - LAKE OTIS,100,2018,25,False
GREAT HARVEST BREAD CO DBA JARRETT GRAINS LLC,95,2017,2,False
UNCLE JOE'S PIZZERIA #5,90,2003,36,False
WILLARD BOWMAN ELEMENTARY SCH,100,2000,36,False
AFC SUSHI @ CARRS #1809,93,2017,4,False
ASIA GARDEN,80,2006,119,False
ANCHOR HOUSE,100,2016,15,False
CAFE RISTRETTO,93,2016,18,False
ORION SCHOOL,100,2008,38,False
UAA ALASKA AIRLINES CRAFT & CARRY-M,100,2018,7,False
SERRANO'S MEXICAN GRILL,88,2017,56,False
COSTCO WHOLESALE - PROCESSOR,96,2000,27,False
SWEET BASIL CAFE,87,2007,96,False
PHO VIETNAM #3,93,2016,17,False
CARRS #2628 - SALAD BAR,90,2004,30,False
"PATHWAY HOME, THE",89,2017,21,False
EXTENDED STAY DELUXE - POOL,100,2016,37,False
KRINERS DINER,83,2016,53,False
CARRS #1812 - ORIENT EXPRESS,95,2004,34,False
907 ALEHOUSE - BAR,97,2017,6,False
HOLIDAY STATION STORE #601 SNACK,89,2004,52,False
UNCLE JOE'S PIZZERIA #5,92,2009,36,False
TACO KING III,92,2016,47,False
NEW PHO SAIGON RESTAURANT,83,2016,112,False
SPENARD ROAD HOUSE,92,2009,53,False
NORTHERN LIGHTS PRESCHOOL & CHILD CARE,96,2016,25,False
KK HOME TOWN RESTAURANT,91,2019,25,False
JALAPENOS MEXICAN RESTAURANT,90,2006,104,False
PROVIDENCE HOSPITAL KITCHEN,92,2007,42,False
GOLDEN GATE,100,2008,67,False
TACO KING,95,2018,115,False
PLAYER'S CHOICE BINGO,99,2001,36,False
ALASKA REGIONAL HOSPITAL,90,2016,40,False
ANCHORAGE MARRIOTT DOWNTOWN - POOL,100,2005,28,False
SPENARD ROAD HOUSE,99,2015,53,False
JUDY'S CAFE,96,2009,55,False
KK HOME TOWN RESTAURANT,91,2019,25,False
88TH ST PIZZA,95,2017,43,False
GRANNY B'S CAFE,89,2007,61,False
ALASKA NEUROLOGY CENTER CAFE,98,2018,10,False
PIPER'S RESTAURANT,92,2016,113,False
SWEET PINK PEPPER,79,2004,154,False
ROSETTA'S ITALIAN EATERY,97,2006,55,False
BURRITO HEAVEN,92,2016,27,False
DOUBLE MUSKY INN,94,2015,28,False
FRED MEYER 00656 - BAKERY,100,2005,19,False
TACO KING V,94,2016,33,False
VILLA PIZZA,90,2001,68,False
BOBA TREE,93,2017,15,False
LIONS DEN LOUNGE,85,2006,33,False
RONNIE,86,2007,95,False
ORSO - BAR,96,2002,13,False
SAMURAI SUSHI,73,2009,119,False
CHINOOK ELEMENTARY SCHOOL,100,2003,40,False
JAVA HUT,94,2017,48,False
STARBUCKS,96,2017,20,False
CARRS #1809 - SALAD BAR,100,2003,34,False
SUBWAY OF ALASKA #14372,87,2018,62,False
CENTRALIZED KITCHEN,93,2007,26,False
CABIN TAVERN,94,2016,23,False
SPRING HILL ELEM CAFETERIA,100,2016,37,False
"KOBUK, THE",100,2005,14,False
CAFE AMSTERDAM,92,2017,49,False
SAPPORE COFFEE BONIFACE,98,2017,30,False
MAIN EVENT CATERING - M,100,2017,13,False
WILLIAM TYSON ELEMENTARY,100,2000,38,False
MOCHA MASTERS,100,2009,29,False
MOOSE'S TOOTH PUB & PIZZERIA,91,2003,60,False
CARL'S JR RESTAURANT,93,2008,254,False
TESORO -BONIFACE,100,2015,4,False
TACO BELL #19282,96,2006,43,False
CROWNE PLAZA HOTEL/JUNO,82,2017,59,False
KK HOME TOWN RESTAURANT,91,2019,25,False
ROMANO'S BAR,96,2007,20,False
OUTBACK STEAKHOUSE - BAR,96,2009,36,False
JASMINE THAI LLC,85,2016,16,False
CHUGIAK ELEMENTARY SCHOOL,100,2009,41,False
MEKONG MARKET,96,2016,30,False
POLARIS K-12 SCHOOL,91,2005,38,False
SOUTH ANCHORAGE AREA HIGH SCHOOL,100,2005,35,False
POPEYES CHICKEN AND BISCUITS,82,2015,153,False
SULLIVAN ARENA S W (Subway Kiosk),100,2003,15,False
NEW PHO SAIGON RESTAURANT,83,2016,112,False
FOOD BANK OF ALASKA,100,2002,16,False
NEW SAGAYA'S MIDTOWN MARKET - FISH,100,2002,30,False
UNCLE JOE'S PIZZERIA #2,87,2003,36,False
TACO BELL #19953,95,2004,46,False
NEW SAGAYA MIDTOWN MARKET - DELI,82,2006,87,False
TARGET - STARBUCKS,100,2015,12,False
RED ROBIN BAR DIMOND,100,2005,19,False
SOUTH ANCHORAGE AREA HIGH SCHOOL,100,2006,35,False
FRED MEYER 00656 - RETAIL FISH,100,2003,19,False
"HOT SPOT, THE",93,2017,36,False
DENALI ELEMENTARY SCHOOL,99,2001,36,False
BISTRO IT,94,2015,16,False
CARRS #2628 - RETAIL MEAT,98,2016,19,False
EXTENDED STAY DELUXE - POOL,100,2005,37,False
CARRS #1817 - STARBUCK'S SNACK BAR,97,2006,22,False
CARRS #1802 - DELI,90,2004,56,False
"PERFECT CUP PLUS, THE",81,2009,91,False
EXTENDED STAY DELUXE - POOL,100,2016,37,False
PANCHO'S VILLA,100,2015,62,False
EAST HIGH SCHOOL/P & R,100,2004,18,False
THREE BEARS #100 - PRODUCE,100,2015,6,False
EAGLE RIVER SNACK BAR,97,2015,56,False
COSTCO WHOLESALE #63 - PROCESSOR,100,2000,24,True
ANCHORAGE CORRECTIONAL COMPLEX EAST,96,2003,67,False
"ALASKA CLUB SOUTH, THE",100,2004,54,False
HOLIDAY INN EXPRESS - POOL,100,2006,37,False
"FALAFEL KING, THE",99,2009,61,False
BAYSHORE CLUBHOUSE POOL,100,2007,31,False
CAMP FIRE - INLET VIEW,100,2017,35,False
ANCHORAGE CORRECTIONAL COMPLEX EAST,86,2007,67,False
PETER'S SUSHI SPOT,89,2015,56,False
CABO COFFEE MULDOON,90,2018,15,False
FLO'S PANCAKE HOUSE,82,2015,29,False
COLLEGE GATE ELEMENTARY SCHOOL,99,2017,38,False
ORIENTAL SHOPPING CENTER - DELI,85,2016,19,False
COMMON GROUNDS ESPRESSO LLC,94,2007,29,False
MCGINLEY'S IRISH PUB - FOOD,100,2006,17,False
PROVIDENCE REGION BLDG COFFEE KIOSK,100,2016,17,False
HEAVENLY CUP - NEW BLDG,96,2007,32,False
TEXAS ROADHOUSE OLD SEWARD - REST,82,2018,18,True
CHUGIAK ELEMENTARY SCHOOL,100,2019,41,False
KK HOME TOWN RESTAURANT,91,2019,25,False
RED ROBIN,97,2017,26,False
ALASKAN RUSTIC MARKET,85,2009,21,False
AURORA SCHOOL,100,2005,42,False
ESPRESSO ESPRESSIONS CAFE & EATERY,91,2009,110,False
SKI & BENNY PIZZA,99,2016,4,False
"ALASKA MINT, LLC",100,2002,15,False
COHO COFFEE COMPANY,91,2017,27,False
I.H.O.P.,95,2007,208,False
HAMBURGER HAVEN,85,2007,129,False
WILLIWAW ELEMENTARY SCHOOL,100,2015,38,False
UAA - CUDDY CENTER,91,2009,57,False
KIDS'  CORPS - MOUNTAIN VIEW CENTER,100,2008,26,False
FRED MEYER - BAKERY,98,2004,88,False
CARRS #1809 - BAKERY,97,2000,21,False
CAMP FIRE - SPRING HILL,100,2008,28,False
WILLIAM TYSON ELEMENTARY,100,2005,38,False
AKEELA TREATMENT SERVICES,100,2016,8,False
I.H.O.P.,84,2006,208,False
MIDNIGHT SUN BREWING COMPANY,92,2017,34,False
SUBWAY OF ALASKA #23397,100,2015,52,False
CRYSTAL CHILD DEVELOPMENT CENTER - LAKE OTIS,100,2016,10,False
PIZZA MAN #1,89,2004,83,False
BLACK BEAR COFFEE COMPANY,85,2018,55,False
ASIAN KITCHEN - NORTHWOOD,97,2000,51,False
YOGURTWORKS ALASKA,93,2016,11,False
SICILY'S PIZZA,96,2002,323,False
SAPPORE -ANTHC,84,2017,11,False
POPEYES CHICKEN AND BISCUITS,83,2009,153,False
PEKING WOK,86,2015,271,False
GRUENING MIDDLE SCHOOL,100,2019,40,False
GRANNY B'S CAFE,96,2005,61,False
KK HOME TOWN RESTAURANT,91,2019,25,False
CAMPBELL CREEK HOUSE,97,2016,8,False
CAMP FIRE - CHUGIAK,100,2015,30,False
SARA'S SANDWICHES,94,2003,48,False
HOLIDAY STATIONSTORE SNACK #610,100,2002,38,False
CAROUSEL CHILD CARE CENTER,98,2015,58,False
TESORO -SPENARD,100,2015,7,False
TACO BELL #5649,92,2016,55,False
ANCHORAGE COMMUNITY YMCA - POOL,100,2003,53,False
BRADLEY HOUSE,98,2006,54,False
CENTER CAFE,92,2005,90,False
WALGREENS #12679,84,2016,29,False
SUBWAY OF ALASKA #7526,98,2003,63,False
ROUND TABLE PIZZA,87,2018,14,False
JIMMY SUSHI,83,2015,43,False
SICILY'S PIZZA,100,2001,323,False
JACKIE'S PLACE,100,2002,95,False
GALLO'S MEXICAN RESTAURANT-BAR,95,2009,35,False
SPENARD ROAD HOUSE,92,2009,53,False
DOWNTOWN SHELL  A & W,79,2003,105,False
HOST COMMISSARY,100,2003,48,False
VILLA PIZZA,82,2004,68,False
JACKIE'S PLACE,93,2009,95,False
MILLENIUM HOTEL - FLYING MACHINE,85,2006,123,False
HOMESTEAD LOUNGE  #2,88,2008,35,False
HOLIDAY STATIONSTORE #602 DELI,93,2005,46,False
CAMP FIRE - GLADYS WOOD,100,2009,32,False
AK PACIFIC UNIVERSITY,87,2000,70,False
HACIENDA MEXICAN RESTAURANT,97,2007,62,False
GALLO'S MEXICAN RESTAURANT,86,2005,274,False
PAPA MURPHY'S,90,2016,110,False
HIDEAWAY BAR,97,2017,34,False
COLD STONE CREAMERY,99,2016,92,False
CHUGIAK HIGH SCHOOL,100,2019,42,False
BIRCHWOOD BEHAVIORAL HEALTH COTTAGE C,99,2016,10,False
EASTERN EUROPEAN DELI & STORE,98,2019,4,False
COLD STONE CREAMERY,86,2016,92,False
TACO PALACE,84,2018,24,False
CARRS #1812 - RETAIL FISH,100,2004,28,False
DAWG HOUSE CAFE,92,2004,66,False
EASTERN EUROPEAN DELI & STORE,98,2019,4,False
DRAGON RESTAURANT,84,2007,191,False
JITTERS,96,2007,54,False
SULLIVAN ARENA S W (Subway Kiosk),100,2017,15,False
907 ALEHOUSE,90,2017,15,False
CHUGACH PHYSICAL THERAPY,100,2006,26,False
BRADLEY HOUSE,96,2005,54,False
HULA HANDS RESTAURANT,89,2015,181,False
FRED MEYER - DELI,89,2008,189,False
KINCAID GRILL,93,2003,49,False
LAS MARGARITAS,85,2015,54,False
CABO COFFEE C ST,96,2016,10,False
URBAN GREENS LLC,96,2008,7,False
ROMANO'S,100,2003,54,False
SWEET PINK PEPPER,81,2007,154,False
ANCH HILTON - BRUINS,100,2000,34,False
TACO BELL #5649,92,2016,55,False
BRANDIES,93,2008,34,False
T.G.I. FRIDAYS,83,2016,68,False
DOWNTOWN CHEVRON GROCERY,100,2016,26,False
NEW SAGAYA MIDTOWN MARKET - DELI,95,2008,87,False
OUTBACK STEAKHOUSE - BAR,91,2008,36,False
CARRS #1813 - DELI,94,2003,68,False
FAIRFIELD INN & SUITES - HOT TUB,100,2006,28,False
"HILLCREST CHILDREN'S CTR., INC",99,2003,74,False
HOLIDAY STATIONSTORE SNACKBAR #625,100,2004,36,False
JJ'S SPORTS LOUNGE,91,2015,24,False
SOUTHSIDE GRILL,85,2018,70,False
PTARMIGAN LOU'S SALOON,100,2006,18,False
SOUTHSIDE BISTRO,95,2000,59,False
MAD MYRNA'S,92,2002,14,False
CARRS #1802 - DELI,90,2004,56,False
CABO COFFEE ABBOTT,91,2017,11,False
SHINES ASIAN FUSION BISTRO,83,2017,54,False
AK ALCHEMIST,98,2017,30,False
LOS ARCOS RESTAURANT,86,2018,79,False
SUBWAY OF ALASKA #23397,97,2000,52,False
MILANO'S PIZZA,93,2015,74,False
GALLO'S MEXICAN RESTAURANT,96,2007,274,False
KODIAK KUP ESPRESSO,95,2009,27,False
COSTCO WHOLESALE,100,2017,29,False
BARTLETT HIGH POOL/P & R,100,2005,21,False
DAMI,94,2005,103,False
BETHEL CAFE,96,2017,9,False
JALAPENOS MEXICAN RESTAURANT,96,2004,104,False
SWEET BASIL CAFE,85,2015,96,False
MCDONALD'S,100,2004,646,False
CARRS #2628 - GROCERY,100,2004,31,False
BEAN'S CAFE INC,89,2000,49,False
NORTHERN SNO -S,100,2016,8,True
"ALASKA CLUB WEST, THE - SNACK BAR",85,2008,40,False
ANCHORAGE CORRECTIONAL FACILITY WEST,98,2002,58,False
MOTOR MOCHA #3,92,2017,58,False
BLACK CAT CAFE - MEARS STUDENT STORE,92,2018,7,False
EGAN CENTER SNACK BAR,99,2004,18,False
ANCH CHRISTIAN SCHOOL,100,2008,46,False
ANCHORAGE MARRIOTT DOWNTOWN - BAR,89,2016,17,False
SICILY'S PIZZA,87,2008,323,False
INLET VIEW ELEMENTARY SCHOOL,100,2015,38,False
HOLIDAY INN EXPRESS,95,2008,26,False
IMAGINATION STATION,93,2018,19,False
SARA'S SANDWICHES,99,2004,48,False
CARRS #1813 - GROCERY,100,2017,29,False
HOLIDAY STATIONSTORE #606,99,2016,29,False
FIREWEED CHEVRON TNI,95,2000,22,False
"FLIGHT DECK, IMCA, INC.",93,2009,20,False
ANCH CHRISTIAN SCHOOL,100,2001,46,False
KINLEY'S RESTAURANT & BAR INC,96,2004,71,False
SOUPER BOWL,100,2015,59,False
HOLIDAY STATIONSTORE  #632,100,2007,30,False
SUBWAY OF ALASKA #7526,95,2009,63,False
CARRS #1817 - ORIENT EXPRESS,89,2007,53,False
JACK SPRAT,100,2005,34,False
CARRS #1817 - GROCERY,100,2016,26,False
"ALASKA CLUB HOT TUB, THE",100,2009,50,False
DENNY'S,91,2004,111,False
AM FRONTIER INC DBA AM DELIGHT,100,2017,6,False
ORSO,88,2009,39,False
KOBE TEPPAYAKI HOUSE,87,2009,151,False
LAHN PAD-THAI RESTAURANT,96,2004,102,False
DAMI,81,2016,103,False
BIRCHWOOD ELEMENTARY SCHOOL,100,2008,37,False
MOUNTAIN VIEW ELEM SCHOOL,100,2004,45,False
SERVICE HIGH POOL/P & R,100,2017,31,False
LAHN PAD-THAI RESTAURANT,91,2006,102,False
FRED MEYER 00656 - DELI,100,2006,52,False
POLARIS K-12 SCHOOL,91,2005,38,False
WENDY'S #2,93,2008,59,False
BEAR TOOTH GRILL,95,2006,75,False
CARRS #1812 - BAKERY,98,2017,8,False
SUBWAY OF ALASKA #10986,90,2005,50,False
MIKE'S QUALITY MEATS,100,2000,47,False
CROSTINI CAFE,98,2007,53,False
FRED MEYER 00656 - DELI,99,2002,52,False
JACK SPRAT,95,2000,34,False
EGAN CONVENTION CENTER BAR,99,2004,12,False
SUBWAY OF ALASKA #14372,100,2002,62,False
BELLA VISTA,92,2008,56,False
"NEW CENTRAL MARKET, THE",89,2007,55,False
NORTHWOOD SCHOOL,100,2003,38,False
"CLUB SINROCK, LLC",100,2015,25,False
DING HOW RESTAURANT,80,2009,196,False
PROVIDENCE HOSPITAL - CAFE SOLANGE,100,2003,33,False
CAMP FIRE - HUFFMAN,100,2008,28,False
PEKING WOK,72,2007,271,False
SEWARD'S FOLLY,83,2016,48,False
PHONATIK VIETNAMESE CUISINE & LOUNGE,96,2017,29,False
GALLO'S MEXICAN RESTAURANT,98,2004,274,False
PIZZA PLAZA,91,2015,90,False
DING HOW RESTAURANT,87,2006,196,False
PEKING WOK,92,2000,271,False
CARRS #2628 - ORIENT EXPRESS,95,2004,37,False
CHUGIAK/EAGLE RIVER FOOD PANTRY,95,2009,15,False
SUITE 100 RESTAURANT,90,2007,52,False
CHAIR 5,91,2003,72,False
SARA'S GIFT CACHE -S,94,2016,10,False
POPEYES CHICKEN AND BISCUITS,82,2017,153,False
WAL-MART  STORE #2071 BAKERY,98,2017,8,False
ROMANO'S,96,2015,54,False
CARRS #1805 - RETAIL MEAT,97,2003,27,False
PAPA JOHN'S PIZZA,93,2017,83,False
RUSH,96,2015,22,False
VILLAGE INN #2,94,2004,81,False
KRINERS DINER,87,2015,53,False
SIDE STREET ESPRESSO,93,2001,16,False
PHO VIETNAM #4,81,2017,23,False
TACO KING,75,2017,115,False
CARRS #520 -  DELI,91,2009,80,False
GOLDENVIEW MIDDLE SCHOOL,100,2008,38,False
DRAGON RESTAURANT,85,2000,191,False
BIG BOY EXPRESS MARKET,83,2007,133,False
TEXAS ROADHOUSE,89,2018,23,False
H2OASIS WAVE POOL,100,2017,54,False
PROVIDENCE HOSPITAL KITCHEN,97,2015,42,False
CARRS #1817 - BAKERY,96,2002,45,False
CAMP FIRE - HOMESTEAD,100,2008,34,False
H2OASIS INDOOR WATERPARK RESTAURANT,99,2004,95,False
PEKING WOK,89,2008,271,False
LONG BRANCH SALOON,95,2004,91,False
FIREWEED CHEVRON TNI,100,2002,22,False
